2021-07-24  09:18:21,54,14,-0.18,0.984,-0.072
2021-07-24  09:18:22,54,14,-0.192,0.98,-0.064
2021-07-24  09:18:24,54,14,-0.2,0.984,-0.064
2021-07-24  09:18:25,55,14,-0.188,0.992,-0.06
2021-07-24  09:18:29,55,14,-0.192,0.988,-0.06
2021-07-24  09:18:30,54,14,-0.188,0.988,-0.064
2021-07-24  09:18:31,54,14,-0.188,0.984,-0.068
2021-07-24  09:18:33,54,14,-0.196,0.996,-0.064
2021-07-24  09:18:34,54,14,-0.192,0.988,-0.06
2021-07-24  09:18:35,54,14,-0.188,0.988,-0.064
2021-07-24  09:18:36,54,14,-0.192,0.988,-0.056
2021-07-24  09:18:37,54,14,-0.196,0.988,-0.068
2021-07-24  09:18:38,54,14,-0.192,0.984,-0.068
2021-07-24  09:18:40,54,14,-0.192,0.984,-0.064
2021-07-24  09:18:41,54,14,-0.192,0.984,-0.064
2021-07-24  09:18:42,54,14,-0.2,0.988,-0.064
2021-07-24  09:18:43,54,14,-0.184,0.976,-0.064
2021-07-24  09:18:44,54,14,-0.196,0.996,-0.076
2021-07-24  09:18:45,54,14,-0.192,0.984,-0.064
2021-07-24  09:18:47,54,14,-0.192,0.984,-0.068
2021-07-24  09:18:49,54,14,-0.192,0.992,-0.064
2021-07-24  09:18:50,54,14,-0.192,0.996,-0.068
2021-07-24  09:18:51,54,14,-0.196,0.988,-0.064
2021-07-24  09:18:53,54,14,-0.192,0.992,-0.068
2021-07-24  09:18:54,54,14,-0.192,0.98,-0.068
2021-07-24  09:18:56,54,14,-0.192,0.98,-0.06
2021-07-24  09:18:57,54,14,-0.192,0.988,-0.068
2021-07-24  09:18:59,55,14,-0.192,0.988,-0.072
2021-07-24  09:19:02,54,14,-0.196,0.988,-0.064
2021-07-24  09:19:04,54,14,-0.188,0.984,-0.064
2021-07-24  09:19:07,54,14,-0.192,0.984,-0.064
2021-07-24  09:19:10,54,14,-0.188,0.988,-0.068
2021-07-24  09:19:11,54,14,-0.188,0.984,-0.064
2021-07-24  09:19:13,55,14,-0.192,0.988,-0.06
2021-07-24  09:19:15,54,14,-0.192,0.988,-0.064
2021-07-24  09:19:16,54,14,-0.192,0.988,-0.068
2021-07-24  09:19:18,54,14,-0.188,0.992,-0.06
