Timestamp,Track_Block_ID,Sensor_ID,Voltage_V,Current_A,Temperature_C,Vibration_m_s2,Relay_Status,Timer_TON_ms,Timer_TCH_ms,JK_FlipFlop_Q,Signal_Output_Q0,Override_Flag_ATC,Occupancy_State,Signal_Transition_Delay_ms,Block_Clearance_Time_s,Train_Headway_s,Ambient_Temp_C,Humidity_percent,Dust_Index_ppm,Track_Resistance_Ohm,PLC_CPU_Load_percent,HMI_Alert_Code,Failure_Type,Component_Age_days,Maintenance_Action,RUL_Predicted_days,Edge_Anomaly_Score,Cloud_Health_Index,Predicted_Failure_Prob,Location_ID,Operator_ID,vib_roll_mean,vib_roll_std,vib_roll_max,temp_differential,power_W,resistance_Ohm,composite_health_score,hour,day_of_week,month,is_weekend
2025-01-01 00:00:00,B7,S16,258.6094675463983,5.990775125024468,30.39804786082184,0.5578010355155256,1,166.88117226851588,212.989613391394,0,0,1,CLEAR,20.060420973494168,59.59048785547121,95.02964019431798,34.53899849064739,72.44903657812304,39.78891155233653,3.232330574728332,27.07457534784984,A2,C6,1896,Clean Contacts,297.4026069924234,0.9321119875688616,0.7749555306361212,0.1159959188509506,L1,O4,0.5578010355155256,,0.5578010355155256,-4.1409506298255465,1549.2711652727855,43.167940538813255,0.6076878123519778,0,2,1,0
2025-01-01 00:00:01,B20,S2,208.4586273119741,4.230170290523556,35.834798071978966,0.4332695062123095,1,260.5152647863746,495.8776072291456,0,1,0,OCCUPIED,29.810649467592476,40.6271302610436,197.16458273148908,26.683600168464768,31.15698832497827,6.413385920154857,3.300584582661722,54.99851409654718,A2,C6,1521,Replace Timer,130.14117269571466,0.48209388970964,0.3478744377789705,0.4561631824380252,L5,O5,0.4955352708639176,0.08805708884183541,0.5578010355155256,9.151197903514198,881.8154920584351,49.279003850024665,0.42871050330887855,0,2,1,0
2025-01-01 00:00:02,B15,S28,226.0973697530661,3.9715568682892126,37.24864237753056,0.5424604508445996,1,362.3050757372227,134.33612064824013,0,0,0,CLEAR,12.437359502820613,92.25670680930712,161.970771343818,31.521234033629373,69.07343730509308,9.46877128623498,1.3155590945564346,81.26245320770964,A2,C7,1692,Lubricate Relay,40.68150545419969,0.7359548564523708,0.2055305385483931,0.8611696161192793,L1,O10,0.5111769975241449,0.06790446440690956,0.5578010355155256,5.727408343901185,897.9585617449153,56.92913895535399,0.6008850037066811,0,2,1,0
2025-01-01 00:00:03,B11,S22,220.1535505457881,5.134255262873545,28.80435988048866,0.2880448164360618,1,221.9182635590336,285.4652067029786,1,0,0,OCCUPIED,48.02541077410871,111.68808281998604,205.7460929231074,32.62367350807115,50.20757794979225,8.574553649095973,1.9953914004860749,11.65008971201182,A4,C6,1160,Replace Timer,191.9250575098748,0.2332217829801561,0.2541426649252103,0.1160758288754675,L2,O9,0.45539395225212415,0.12458331917585963,0.5578010355155256,-3.8193136275824884,1130.3245255300096,42.87934596053302,0.20114675892694464,0,2,1,0
2025-01-01 00:00:04,B8,S30,227.29728752940696,5.284669586462649,39.78518415068112,0.6533921444490683,0,291.2217782302121,408.5174744315588,1,0,1,OCCUPIED,36.89048046868987,110.01523211371524,161.81320809839156,29.10622715293116,69.96745383239414,18.509329534488312,4.454545599790682,75.8197275598963,A4,C1,1283,Lubricate Relay,316.24775970203893,0.6435047437150136,0.903731105359096,0.5522739107766482,L3,O10,0.49499359069151294,0.13957581948642536,0.6533921444490683,10.678956997749957,1201.191062492113,43.010682276329135,0.6998365866169193,0,2,1,0
2025-01-01 00:00:05,B7,S20,250.57212173211383,5.026336104907609,34.008810301737185,0.653108122661722,1,285.9186143550726,50.29199130975094,1,0,1,CLEAR,21.84321924395,59.38035145156485,120.2188485413051,26.776330674143416,57.6195948822097,34.734308424862824,2.9712459175665726,70.33166475145137,A2,C6,1617,Lubricate Relay,214.7946445083517,0.0850663406786468,0.7543648556805509,0.1996775960999499,L3,O2,0.5213460126865478,0.14054119815296912,0.6533921444490683,7.232479627593769,1259.4597023454285,49.851833751353546,0.3463695974863825,0,2,1,0
2025-01-01 00:00:06,B19,S6,215.23316755303856,5.297899737708166,37.76322357233154,0.5889401029844437,0,124.24205721124244,365.9194634640967,0,0,0,OCCUPIED,19.30705678194251,51.07974964373916,120.91461576632994,31.84845550133084,56.34033504461544,32.19184832707754,2.4578586746586053,22.93537194767793,A1,C4,969,Lubricate Relay,79.52751627752504,0.8625841724367797,0.8987979628838876,0.485673848747547,L5,O9,0.531002311300533,0.130815005646717,0.6533921444490683,5.914768071000701,1140.2837419253406,40.62612310213779,0.7490186613560715,0,2,1,0
2025-01-01 00:00:07,B11,S28,223.23094203605703,4.43436950330498,42.27259117800662,0.6245934458310365,1,330.3722750360057,169.92450351767238,1,0,1,CLEAR,15.738743729987618,54.6645260410963,267.5280448873734,17.766178138915635,65.07956742232702,36.23477613479408,4.71182782377432,39.84364848045266,A2,C1,1140,Clean Contacts,79.3112322985555,0.721576127368971,0.9302143190837668,0.2023023934854964,L6,O8,0.5427012031168459,0.12555009365586314,0.6533921444490683,24.506413039090987,989.888481558733,50.34106687063717,0.6180309466460782,0,2,1,0
2025-01-01 00:00:08,B11,S25,239.8175862908471,4.5275651138521225,38.69811483372041,0.4925837987113914,0,247.663277692429,126.37702521134472,1,1,0,OCCUPIED,40.3933797164122,55.86011593147756,97.54903630874936,28.811664382695373,70.31669185076163,36.34059387888588,4.153754803082901,82.47774820499762,A4,C10,955,Clean Contacts,124.68647041247304,0.9549036537891477,0.0118971842902991,0.5302970973597251,L1,O3,0.5371326026273509,0.11862359195192135,0.6533921444490683,9.886450451025038,1085.7897373786602,52.968323434775115,0.4990326451463906,0,2,1,0
2025-01-01 00:00:09,B4,S29,231.3973816987648,5.061978966252948,34.525865054765006,0.4249513424963437,1,413.5634157436219,173.38750851573116,1,1,1,OCCUPIED,24.5576412685135,37.40211811611877,89.5474202911987,33.311740593327364,64.67273977451185,0.1500352877817468,0.9386239581008832,21.7108714417304,A4,C6,115,Lubricate Relay,30.63641821805257,0.778219351263797,0.1926576583594361,0.4115728783777267,L2,O5,0.5259144766142503,0.11733078792349345,0.6533921444490683,1.2141244614376419,1171.3286790051523,45.712820525058916,0.46081662933365325,0,2,1,0
